"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","HTR2C","NXPH2","ROR1","LHFPL3","KCNIP1","QRFPR","SPON1","CARD11","PLPPR1","ZNF385D","GRIN3A","FAT1","ADAMTSL3","MMD2","PTGER3","SLC24A3","FGFR1","BCL11B","GRM4","GNA14","COL11A1","MCC","RANBP17","SDK1","TLL1","SORCS2","AFDN","PCP4","TLE4","GRIP1","CDH6","NR4A3","PCDH17","SEMA5B","LUZP2","VWC2L","PHLDB2","SPHKAP","CRYM","SEL1L3","ERC1","ASIC2","HS3ST4","PRR16","PLCE1","ASTN2","GHR","DIP2A","IRAG2","DGKD","TSHZ2","KLHL5","ITGA8","HPSE2","TRMT9B","TMEM132C","ABLIM3","DLC1","ZNF704","SEMA3E","ASAP2","CDH8","UST","FARP1","CDH11","DAB1","NCK2","PAPSS2","SLC24A2","TMTC2","SAMD4A","CLMP","ABLIM1","PDZRN4","CAMK2D","KIAA1217","OSBPL9","ALCAM","CORO6","MEIS2","ADCY2","SATB1","TOX","GRM8","NYAP2","MOB3B","KCNT2","PDE3B","DPP10","TSHZ3","CHN2","RALGPS2","MDGA2","GRM3","SLC1A2","OLFM3","SPOCK1","TRHDE","NLGN1","CAP2","EPHA7","MYRIP","DIP2B","DOCK4","GRIK3","XKR6","KIAA1671","BMPER","LRRTM3","LRP1B","CDH13","ZNF385B","PLXNA4","TMEM232","PARD3","ST8SIA1","CNTN4","SLC35F1","SH3RF3","EPHA5","ST6GAL2","GARNL3","NKAIN2","NELL1","FAM135B","GALNT14","CSMD2","AUTS2","STARD13","GPR158","CHSY3","SNTG1","CNTNAP2","CLSTN2","GRIA4","SGCZ","DCC"
"TF","Factor: ctcf; motif: CCRSCAGGGGGCGCN; match class: 1","TF:M10426_1","false","0.0002000989207374619","3.698755253787721","4526","137","59","20045",,,,,,,"TF","TF","TF","TF","TF",,"TF",,,"TF","TF",,"TF","TF",,,,"TF",,"TF","TF",,,,,,,"TF",,,,,,"TF","TF",,"TF","TF","TF","TF",,"TF",,,,"TF","TF",,,,,,,,"TF",,"TF",,,"TF","TF",,,"TF","TF","TF",,"TF",,,,"TF",,,"TF","TF","TF","TF",,,,,"TF","TF",,"TF","TF",,"TF",,"TF","TF",,,,"TF","TF","TF","TF",,,"TF",,,,"TF",,,"TF","TF","TF",,,,,,"TF","TF",,,,"TF",,"TF","TF",,"TF","TF",,,
"TF","Factor: ZNF138; motif: GCAGCRSCNSGSNCMGSGCS","TF:M13144","false","0.00022219631164549383","3.653263154419922","9856","137","98","20045","TF",,"TF","TF",,,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,,"TF","TF","TF","TF","TF","TF",,"TF",,"TF",,"TF","TF",,"TF",,"TF",,"TF","TF","TF","TF","TF","TF","TF",,"TF",,,"TF","TF","TF",,,"TF",,,"TF",,"TF",,"TF","TF","TF","TF","TF",,"TF","TF","TF","TF",,"TF",,,,"TF",,,"TF","TF","TF","TF",,"TF",,"TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF",,"TF","TF",,"TF",,"TF","TF","TF",,"TF","TF","TF",,"TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF",,"TF",
"TF","Factor: E2F-1; motif: NNNSSCGCSAANN; match class: 1","TF:M07250_1","false","0.00031202258606487443","3.5058139680061817","5691","137","68","20045","TF","TF",,"TF",,"TF","TF",,,"TF",,"TF","TF","TF",,"TF","TF","TF",,,,,"TF","TF","TF","TF",,,,,,,,,,,,,,"TF","TF",,,,"TF",,,,,,"TF","TF",,,,,"TF",,"TF",,"TF",,,"TF","TF",,"TF","TF",,"TF","TF",,,"TF","TF",,,,,"TF",,"TF","TF","TF",,"TF",,"TF","TF","TF",,"TF","TF",,,,"TF","TF",,"TF","TF",,"TF","TF","TF",,,"TF",,"TF",,"TF",,,"TF","TF","TF",,"TF",,,,"TF",,"TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF",,"TF"
"TF","Factor: TFII-I; motif: RGAGGKAGG","TF:M00706","false","0.0003339119067812323","3.4763680944011863","5828","137","69","20045","TF","TF",,"TF","TF","TF","TF","TF",,,,,,"TF",,"TF","TF",,"TF",,"TF","TF","TF",,,"TF","TF",,,"TF",,"TF","TF","TF","TF",,,,,"TF",,,"TF",,"TF",,,,,"TF",,,,"TF","TF",,,,"TF","TF",,,"TF",,"TF","TF",,,"TF","TF","TF","TF","TF","TF","TF",,,"TF","TF","TF","TF","TF","TF",,"TF",,,,"TF","TF","TF","TF","TF","TF",,,,"TF",,,,,,"TF",,,"TF","TF",,,,,"TF",,"TF","TF","TF",,,,"TF",,,,,"TF","TF",,"TF",,"TF","TF","TF","TF","TF",,
"TF","Factor: MAZ; motif: GGGMGGGGS","TF:M10432","false","0.0006649842172784183","3.1771886621107783","9572","137","95","20045",,"TF","TF","TF",,"TF",,"TF","TF","TF",,"TF",,"TF","TF","TF","TF","TF",,,"TF",,"TF","TF",,"TF","TF",,,,"TF","TF","TF","TF","TF","TF","TF",,,"TF","TF","TF","TF",,"TF","TF",,"TF",,,"TF","TF",,"TF",,"TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF",,"TF",,"TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF",,"TF",,"TF","TF",,,"TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF",,,"TF",,,"TF","TF","TF",,,"TF","TF",,"TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF",,,,
"TF","Factor: E2F-2; motif: GCGCGCGCGYW; match class: 1","TF:M11531_1","false","0.0007360416247493444","3.1330976246736655","12708","137","114","20045","TF","TF","TF","TF",,,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF",,"TF",,"TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF",,"TF","TF","TF","TF",,,"TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF",,,"TF",,"TF","TF","TF","TF","TF",,"TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF",,"TF","TF","TF","TF",,"TF","TF","TF",,"TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF"
"TF","Factor: Churchill; motif: CGGGNN; match class: 1","TF:M00986_1","false","0.0008583400137842313","3.0663406412201173","10709","137","102","20045","TF","TF",,"TF",,,"TF","TF",,,"TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF",,,,,"TF",,,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF",,,"TF","TF","TF","TF",,"TF",,"TF","TF",,"TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF",,"TF","TF",,,"TF","TF","TF","TF","TF","TF","TF",,,"TF","TF","TF","TF","TF","TF","TF",,"TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,,"TF","TF","TF",,"TF","TF","TF",,"TF",,"TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,
"TF","Factor: MOVO-B; motif: GNGGGGG","TF:M01104","false","0.000976900450422135","3.010149690155441","10571","137","101","20045","TF","TF","TF","TF",,,"TF","TF","TF",,"TF","TF",,"TF",,"TF","TF","TF",,,"TF","TF","TF","TF","TF","TF","TF",,"TF",,"TF",,,"TF",,,"TF","TF","TF","TF","TF","TF","TF",,"TF","TF",,"TF",,,"TF","TF","TF","TF",,"TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF",,,"TF","TF",,,,"TF","TF","TF","TF","TF","TF",,,,"TF","TF","TF","TF","TF","TF",,"TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF",,"TF","TF","TF",,"TF","TF","TF",,"TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF"
"TF","Factor: DB1; motif: GGRRRRGRRGGAGGGGGNGRRR","TF:M10107","false","0.0012393176608053523","2.9068173613780193","6014","137","69","20045",,"TF","TF","TF",,,"TF","TF","TF",,,,,"TF",,"TF",,"TF",,,"TF","TF","TF",,,"TF","TF",,,"TF",,"TF",,"TF",,,,,"TF","TF","TF","TF","TF",,,,,"TF",,,"TF","TF",,"TF",,,,,,,"TF","TF","TF","TF","TF","TF","TF",,,"TF","TF","TF",,,,,,"TF","TF","TF","TF","TF","TF",,"TF",,"TF",,"TF","TF","TF","TF","TF","TF",,,"TF","TF",,"TF","TF",,,,"TF","TF",,"TF","TF",,,,"TF",,"TF","TF",,,,"TF",,,,,,,"TF","TF","TF","TF","TF","TF","TF",,,,
"TF","Factor: WT1; motif: RGGNGGGGGAGGRGGNGGRG; match class: 1","TF:M10108_1","false","0.0016228194597866462","2.7897297931618894","2954","137","43","20045",,,"TF","TF","TF",,"TF","TF",,,,,,"TF",,"TF",,"TF",,,"TF",,,,,,"TF",,,,,"TF",,"TF",,,,,,"TF","TF",,"TF",,,,,,,,"TF","TF",,,,"TF",,,,,"TF","TF","TF",,,,,,,,"TF","TF",,,,,,"TF",,"TF",,"TF","TF",,,,,,"TF","TF",,"TF","TF",,,,,"TF",,,,,,,,"TF","TF","TF",,,,,"TF",,"TF","TF",,,,,,,,,,,"TF","TF","TF",,"TF",,"TF",,,,
"TF","Factor: MOVO-B; motif: GNGGGGG; match class: 1","TF:M01104_1","false","0.002249592161800974","2.64789620985929","5843","137","67","20045","TF","TF",,"TF",,,,"TF",,,,"TF",,"TF",,"TF",,"TF",,,,"TF","TF","TF",,,"TF",,,,,,,,,,"TF",,,"TF",,"TF","TF",,"TF","TF",,"TF",,,"TF","TF","TF","TF",,"TF",,"TF","TF",,"TF",,"TF","TF","TF","TF",,,"TF",,"TF",,,"TF","TF",,,,"TF","TF","TF","TF",,"TF",,,,"TF","TF","TF",,"TF","TF",,"TF","TF",,"TF","TF","TF",,"TF",,"TF","TF","TF",,"TF",,,"TF","TF","TF",,"TF","TF","TF",,"TF",,,,"TF","TF",,,"TF","TF",,,"TF",,,,,,
"TF","Factor: PATZ; motif: GGGGNGGGGGMKGGRRNGGNRN","TF:M10026","false","0.0037130226397272823","2.4302724027052567","8669","137","87","20045","TF",,"TF","TF",,,,"TF","TF",,,"TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF",,,,"TF",,"TF","TF",,,,"TF",,"TF","TF","TF","TF",,,"TF",,"TF",,,"TF","TF",,,,"TF","TF","TF","TF",,,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,,"TF","TF",,,"TF","TF","TF","TF","TF","TF","TF","TF",,"TF",,"TF","TF","TF","TF","TF","TF",,,,"TF",,"TF","TF",,"TF",,"TF","TF","TF","TF","TF","TF",,"TF","TF",,"TF","TF","TF",,,,,,"TF","TF",,"TF","TF","TF","TF",,"TF","TF","TF",,,,
"TF","Factor: E2F-2; motif: GCGCGCGCNCS; match class: 1","TF:M11529_1","false","0.004224255121875636","2.374249860673833","14894","137","124","20045","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF",,"TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF",,,"TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF",,"TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF"
"TF","Factor: GKLF; motif: NNRRGRRNGNSNNN","TF:M07040","false","0.004402063059119033","2.3563437405125036","13016","137","114","20045","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF",,"TF","TF",,"TF","TF",,"TF",,"TF","TF",,"TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,,"TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF",,"TF","TF","TF",,,"TF","TF",,"TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF",,,"TF"
"TF","Factor: E2F3; motif: NNRGMKGGAR; match class: 1","TF:M12598_1","false","0.004628181968952397","2.334589573973035","7152","137","76","20045",,"TF","TF","TF",,"TF","TF",,,,,"TF","TF","TF","TF",,"TF",,"TF","TF","TF",,"TF",,"TF","TF",,,,,,"TF","TF","TF","TF",,"TF","TF",,"TF","TF",,,,"TF","TF",,"TF",,,"TF","TF",,"TF",,,"TF","TF",,,"TF",,"TF","TF","TF",,"TF","TF",,,,"TF",,,"TF",,,"TF",,"TF","TF","TF","TF","TF",,,"TF",,"TF",,"TF",,"TF","TF","TF",,,"TF",,,,"TF","TF",,"TF",,,"TF",,,"TF",,"TF",,"TF","TF","TF",,,"TF","TF",,,,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF"
"TF","Factor: BEN; motif: CAGCGRNV; match class: 1","TF:M01240_1","false","0.005179087207853066","2.2857467760702512","13586","137","117","20045","TF","TF","TF","TF","TF",,,"TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF",,"TF","TF","TF","TF",,,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF",,,"TF",,,"TF","TF","TF","TF",,,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF",,"TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF"
"TF","Factor: ZIC4; motif: NNCCNCCCRYNGYGN; match class: 1","TF:M12227_1","false","0.005197696346961274","2.284189095879863","6100","137","68","20045",,,"TF",,"TF",,,"TF","TF",,,"TF",,"TF","TF","TF","TF",,"TF","TF",,,"TF","TF",,"TF","TF",,"TF",,,,,"TF",,,,"TF",,"TF","TF",,,"TF","TF","TF",,"TF",,"TF",,"TF","TF",,,"TF",,"TF",,,"TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF",,,,,,,"TF","TF",,"TF","TF","TF","TF",,,,"TF","TF","TF","TF","TF",,,"TF","TF",,"TF","TF","TF",,"TF",,"TF","TF","TF",,,,,,,"TF",,"TF",,,,,,,,"TF","TF",,"TF","TF","TF","TF",,"TF",,,,,,
"TF","Factor: E2F-4; motif: SNGGGCGGGAANN; match class: 1","TF:M09894_1","false","0.005417598485735043","2.2661931849601515","14345","137","121","20045","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF",,"TF","TF","TF","TF","TF",,"TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF",,"TF","TF","TF","TF",,"TF","TF","TF",,"TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF"
"TF","Factor: E2F-2; motif: GCGCGCGCGYW","TF:M11531","false","0.007808263196830154","2.1074455561245995","13659","137","117","20045","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF",,"TF",,"TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF",,"TF","TF","TF","TF",,,"TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF",,,"TF",,"TF","TF","TF","TF","TF",,"TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF",,"TF","TF","TF",,"TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF"
"TF","Factor: MAZ; motif: CCCTCCCYCYN","TF:M07297","false","0.009439305311644275","2.025059966551622","3042","137","42","20045","TF",,,"TF","TF","TF","TF","TF",,,,,,"TF",,"TF","TF",,,,,,,,,"TF","TF",,,,,,,"TF","TF",,,,,"TF",,,,,,,,,,,,,,"TF",,"TF",,,"TF",,,,"TF",,,"TF",,,,"TF",,"TF","TF",,,,,"TF",,"TF","TF",,"TF",,"TF",,,,,"TF","TF","TF",,,,"TF",,"TF",,,"TF",,,,,"TF","TF",,,,,,,,"TF","TF","TF",,,,"TF",,,,,,,,"TF",,"TF",,,"TF",,,
"TF","Factor: TAFII250; motif: RARRWGGCGGMGGNGR; match class: 1","TF:M10086_1","false","0.009857260607814687","2.0062437613475663","4076","137","51","20045",,,,"TF",,,,"TF","TF",,,,"TF",,,"TF","TF","TF",,,,,"TF","TF","TF","TF","TF",,"TF","TF",,,,"TF",,,"TF",,,,,,"TF",,,"TF",,,,,"TF",,,,,,"TF","TF","TF",,"TF","TF",,,"TF",,,"TF",,"TF","TF",,,"TF","TF",,,"TF",,,,"TF","TF",,,,,"TF","TF","TF",,"TF","TF","TF","TF",,,"TF",,,"TF",,,,,"TF",,,,,,,,,,,,,,"TF","TF",,"TF",,,,"TF","TF",,,,,"TF","TF",,,"TF"
"TF","Factor: ZF5; motif: NRNGNGCGCGCWN","TF:M00333","false","0.01085952822817923","1.9641890414459655","15464","137","126","20045","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF",,,"TF",,"TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF"
"TF","Factor: MED8; motif: CYYNSCYYCCTSCNCC; match class: 1","TF:M13128_1","false","0.014051165916328661","1.852287638035079","8039","137","81","20045",,,,"TF","TF",,,"TF","TF",,"TF",,,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF",,,,"TF",,"TF","TF",,,,,"TF","TF","TF","TF","TF",,,,,"TF",,,"TF","TF","TF","TF",,"TF","TF","TF","TF",,"TF","TF","TF","TF",,,"TF","TF",,"TF","TF","TF",,,"TF",,,"TF","TF","TF","TF","TF","TF",,"TF",,"TF",,"TF","TF","TF",,"TF","TF",,,"TF","TF","TF","TF","TF",,,,"TF","TF",,"TF",,,,"TF","TF",,"TF","TF",,,,"TF",,,"TF","TF","TF",,"TF","TF","TF","TF","TF",,"TF","TF",,,
"TF","Factor: E2F-1; motif: NNNSSCGCSAANN","TF:M07250","false","0.014285887445348979","1.845092775886992","11049","137","101","20045","TF","TF",,"TF",,"TF","TF",,,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF",,"TF",,,,"TF","TF","TF","TF",,"TF",,"TF","TF","TF","TF","TF","TF",,,"TF","TF",,"TF","TF","TF","TF",,"TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF",,"TF","TF",,,"TF",,"TF","TF","TF","TF","TF",,"TF",,"TF","TF","TF",,"TF","TF",,"TF",,"TF","TF",,"TF","TF",,"TF","TF","TF","TF",,"TF",,"TF",,"TF",,"TF","TF","TF","TF",,"TF","TF",,,"TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF"
"TF","Factor: DB1; motif: GGRRRRGRRGGAGGGGGNGRRR; match class: 1","TF:M10107_1","false","0.014469879921279571","1.8395350728714295","2764","137","39","20045",,,,"TF",,,,"TF",,,,,,"TF",,"TF",,"TF",,,,"TF",,,,"TF","TF",,,,,"TF",,"TF",,,,,,"TF",,,"TF",,,,,,,,"TF","TF",,,,,,,,,"TF",,"TF",,,"TF","TF",,,,,,,,,,,"TF","TF","TF",,"TF","TF",,"TF",,,,"TF","TF","TF","TF","TF",,,,,"TF",,"TF",,,,,,"TF",,,,,,,"TF",,"TF","TF",,,,,,,,,,,"TF","TF",,,"TF",,"TF",,,,
"TF","Factor: AP-2; motif: GSCCSCRGGCNRNRNN","TF:M00800","false","0.015362406140643698","1.8135407574968672","9365","137","90","20045","TF",,"TF",,,,,"TF",,"TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF",,,,"TF",,,"TF",,"TF",,"TF","TF","TF","TF","TF",,,,,"TF","TF",,"TF","TF","TF","TF",,,,,"TF","TF","TF",,,"TF",,"TF","TF",,"TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF",,"TF","TF",,,"TF","TF","TF","TF",,"TF","TF","TF","TF","TF",,"TF",,"TF","TF","TF","TF","TF","TF",,"TF",,"TF","TF","TF",,"TF",,,"TF",,"TF","TF","TF","TF","TF",,,"TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF",,"TF",,"TF"
"TF","Factor: ZNF511; motif: GGRRGRGGCWGNG; match class: 1","TF:M09738_1","false","0.01657895047339452","1.7804429658267789","4877","137","57","20045",,"TF",,"TF","TF",,,"TF","TF",,"TF",,,,,"TF",,"TF","TF",,,"TF",,"TF",,"TF",,,,"TF",,,"TF",,,,"TF",,,"TF",,"TF","TF",,"TF",,,"TF",,,,"TF",,,,,"TF",,"TF",,,"TF","TF","TF","TF",,"TF",,,,,"TF",,"TF",,,,,"TF","TF","TF","TF","TF",,,"TF",,,,"TF","TF","TF","TF",,"TF",,"TF",,"TF","TF",,,,,"TF","TF","TF",,,"TF",,,"TF",,"TF",,,,"TF",,,,"TF",,"TF",,,"TF",,"TF",,,"TF","TF",,,
"TF","Factor: BTEB3; motif: BNRNGGGAGGNGT","TF:M01865","false","0.016683213761126938","1.7777202855757848","10138","137","95","20045","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,,"TF","TF","TF",,"TF","TF","TF",,"TF",,,"TF","TF","TF","TF",,,,,"TF","TF","TF","TF",,,"TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF",,,,"TF",,,,,"TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,,"TF","TF","TF","TF","TF","TF","TF","TF","TF",,,,"TF",,"TF",,"TF",,"TF","TF","TF","TF","TF",,,,,"TF",,"TF","TF","TF",,,"TF","TF",,"TF","TF",,,"TF","TF","TF","TF","TF","TF","TF","TF",,,
"TF","Factor: Egr-2; motif: GNGRRNGWGKGGGNGGRG","TF:M09898","false","0.016927416270150056","1.7714093257214543","6690","137","71","20045","TF","TF","TF","TF","TF",,,"TF","TF",,,,"TF","TF","TF","TF","TF","TF",,,"TF",,"TF",,,,"TF",,,,"TF",,"TF","TF",,,"TF",,,"TF","TF","TF","TF",,,"TF",,,"TF","TF","TF","TF",,,,"TF",,"TF",,,,"TF",,"TF","TF",,,,,"TF","TF","TF",,,"TF",,,,"TF","TF","TF","TF","TF",,,,"TF",,"TF","TF","TF","TF","TF","TF",,,"TF","TF","TF","TF","TF",,,,,"TF","TF","TF",,,,,"TF",,"TF","TF","TF",,"TF","TF",,,"TF",,,"TF",,"TF","TF",,"TF",,"TF","TF",,,
"TF","Factor: FPM315; motif: GGGAGGAGGRRGRGGRGGRR","TF:M10134","false","0.01722602393939665","1.7638149535705272","2569","137","37","20045",,,,"TF",,,,"TF","TF",,,,,,,"TF","TF",,"TF","TF",,,,,"TF",,,,,"TF",,"TF","TF",,,,"TF",,,,,,"TF",,,,,,,,"TF","TF",,,,,,,,,"TF",,,,,,"TF","TF",,"TF","TF",,,,"TF",,,"TF",,"TF",,,,,,,"TF",,,"TF",,,"TF","TF",,,,"TF",,"TF",,"TF",,,"TF","TF","TF",,,,,,,,,,,,,,,,,,,"TF","TF",,,,"TF",,"TF",,,,
"TF","Factor: ZNF610; motif: NSCGCCGCTCCSNN","TF:M12737","false","0.018090761600692996","1.7425431494466543","1566","137","27","20045",,,"TF",,,,,,,,,,,,,,,,,"TF",,,"TF","TF",,"TF","TF",,,,,,,"TF","TF",,,,,"TF",,,,,,,,"TF",,,,,,,,,,,,,"TF",,,"TF",,,"TF",,"TF",,,,,,"TF",,,,,,"TF",,"TF",,,,,"TF","TF","TF",,,"TF",,,,,,,"TF",,,,,"TF","TF",,,,,,,"TF",,,,,,,,,,,,,,,,,,"TF",,,"TF",,,
"TF","Factor: ctcf; motif: CCRSCAGGGGGCGCN","TF:M10426","false","0.023561352861064117","1.6277997765663144","9595","137","91","20045","TF","TF","TF",,,"TF","TF","TF","TF","TF","TF","TF","TF",,,"TF","TF",,"TF","TF",,,"TF","TF",,"TF","TF","TF",,,,,,"TF","TF",,,,"TF","TF","TF",,"TF","TF","TF","TF",,"TF",,,"TF","TF","TF",,,"TF","TF","TF","TF",,"TF",,"TF","TF","TF","TF","TF","TF",,"TF","TF","TF",,"TF","TF",,,"TF",,,"TF","TF","TF","TF",,"TF",,"TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF",,"TF",,,,"TF","TF",,"TF","TF","TF",,,"TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF",,,
